,text,major_orig_category,sum_orig,auto_orig,comp_orig,rel_orig,self_orig,phys_orig,pleas_orig,money_orig,sec_orig,esteem_orig,pop_orig
2975,science,comp,5.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,science fiction movies,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2977,scientific calculations,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,scientific research,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,scientist,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,scuba,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2981,scuba diving,pleas,7.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.5714285714285715,0.14285714285714288,0.0,0.14285714285714288,0.0
2982,seafood,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2983,search home perimeter,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2984,searching,self,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,seasoned,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2986,seat belts,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2987,seatbelt,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2988,second home,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2989,secrecy,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,secret,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2991,secure,sec,23.0,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.0,0.08695652173913043,0.6086956521739131,0.13043478260869565,0.0
2992,secure doors,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2993,secure job,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2994,secured,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2995,securing,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2996,security alarm,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2997,security camera,sec,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2998,security cameras,sec,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2999,security cameras on home,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3000,security doors windows,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3001,security guard,sec,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3002,security in self,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3003,security system,sec,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3004,security system for home,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3005,security system for house,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3006,security systems,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3007,secx,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3008,see new jane austen movie,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3009,seeing my weight on the scale,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3010,seek new experiences,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3011,seeking solitude,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,sega,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3013,selecting,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,self actualization,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,self adjustment,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,self care,self,13.0,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0,0.46153846153846156,0.0
3017,self care lessons,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3018,self confidence,esteem,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
3019,self confident,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3020,self defence,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3021,self defense,sec,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3022,self defense class,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3023,self defense classes,sec,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3024,self defense moves,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3025,self determination,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,self directed,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027,self direction,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,self driving auto,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,self evaluation,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,self exploration,self,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,self expression,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,self fulfillment,self,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,self govern,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,self governing,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,self government,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,self improvement,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3037,self introspection,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,self like,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3039,self love,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3040,self motivate,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3041,self protection,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3042,self realization,self,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,self reflecting,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,self reflection,self,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,self reliance,auto,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3046,self respect,esteem,7.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
3047,self rule,auto,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
3048,self sufficiency,auto,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
3049,self thought,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3050,self understanding,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,self worth,esteem,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2
3052,self worth book,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3053,selfactualized,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,selfassurance,esteem,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3055,selfassured,esteem,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3056,selfassuredness,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3057,selfaware,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,selfawareness,self,5.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0
3059,selfcheckout,auto,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,selfconfidence,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3061,selfdefense,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3062,selfdefense classes,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3063,selfdefense training,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3064,selfdetermination,auto,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,selfdiscovery,self,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,selfemployed,auto,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
3067,selfemployment,auto,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3068,selfexamination,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,selfexploration,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,selfexpression,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,selffulfilment,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,selfgovernance,auto,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,selfhelp books,self,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
3074,selfies,esteem,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4
3075,selfimportance,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3076,selfinventory,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,selflove,esteem,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666
3078,selfrealization,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,selfreflection,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,selfregard,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3081,selfreliance,auto,5.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3082,selfrespect,esteem,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3083,selfrule,auto,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,selfsufficient,auto,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3085,selftaught,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,selfworth,esteem,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3087,selling,money,11.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182
3088,sending message,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,sensation,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3090,sensational,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3091,sense of belonging,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,sense of enjoyment,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3093,sense of humor,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3094,sensual,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3095,sephora,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3096,sermons,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,servants,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3098,server,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,service award,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,service of health communication speake,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3101,set up neighborhood watch,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3102,setting an alarm pad,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3103,setting the alarm,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3104,sewing,comp,26.0,0.3076923076923077,0.34615384615384615,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.07692307692307693,0.15384615384615385,0.0
3105,sex,pleas,303.0,0.013201320132013201,0.0033003300330033004,0.0594059405940594,0.006600660066006601,0.019801980198019802,0.8679867986798679,0.0033003300330033004,0.0,0.0231023102310231,0.0033003300330033004
3106,sex services,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3107,sex toys,pleas,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3108,sextoys,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3109,sexual,pleas,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3110,sexual activity,pleas,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3111,sexual acts,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3112,sexual gratification,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3113,sexual intercourse,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3114,sexual pleasure,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3115,shaman,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,shampooing the carpet,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,share market,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3118,shared meals home,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,sharing,rel,25.0,0.08,0.0,0.6,0.04,0.04,0.04,0.04,0.0,0.0,0.16
3120,sharing a meal,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,sharing dreams,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,sharing family history with family,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3123,sharing information about god with other,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3124,sharing my real feelings,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,sharing openly with friends,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3126,shelter,sec,12.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.75,0.0,0.0
3127,sheltered,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3128,shield,sec,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3129,shielding,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3130,shooting classes,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3131,shooting firearms,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3132,shooting guns,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3133,shooting range,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3134,shopaholic,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3135,shopping,money,205.0,0.22439024390243897,0.009756097560975608,0.019512195121951216,0.009756097560975608,0.019512195121951216,0.08780487804878047,0.4634146341463414,0.009756097560975608,0.05853658536585365,0.09756097560975607
3136,shopping during a sale,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3137,shopping for antiques with daughter,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,shopping on rodeo drive,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3139,shopping online,money,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
3140,shops,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3141,shorts,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3142,shotgun,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3143,shower,phys,6.0,0.0,0.0,0.0,0.16666666666666669,0.33333333333333337,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
3144,showing empathy for others,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,shutting,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3146,sibling,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3147,siblings,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3148,side hustles,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3149,side hustling,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3150,sightseeing,pleas,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
3151,silver,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3152,similar,rel,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153,similar experience,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,similarities,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,similarity,rel,4.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25
3156,simplisafe,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3157,simplysafe,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3158,siren,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3159,sister,rel,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,sisterhood in church,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,sisters,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,sisters trip,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,sit ups,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3164,sitting,auto,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3165,sitting in the shade in the yard,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3166,situps,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3167,six pack,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3168,skateboard,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3169,skiing,pleas,19.0,0.0,0.21052631578947367,0.0,0.0,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.0,0.15789473684210525,0.05263157894736842
3170,skill,comp,19.0,0.052631578947368425,0.8421052631578948,0.052631578947368425,0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0
3171,skilled,comp,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,skilled worker,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,skillful,comp,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,skills,comp,28.0,0.0,0.42857142857142855,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.21428571428571427,0.03571428571428571
3175,skills development,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,skillset,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3177,skillshare,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3178,skin,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3179,skis,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3180,sky diving,pleas,20.0,0.1,0.05,0.0,0.1,0.0,0.65,0.1,0.0,0.0,0.0
3181,skydiving,pleas,27.0,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.6296296296296297,0.0,0.0,0.037037037037037035,0.0
3182,skydiving and bungee jumping,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3183,skype,rel,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3184,skyping,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3185,sleding,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3186,sleeping,phys,57.0,0.14035087719298245,0.0,0.08771929824561403,0.03508771929824561,0.3157894736842105,0.2982456140350877,0.0,0.10526315789473684,0.0,0.017543859649122806
3187,sleeping well,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3188,smart,comp,22.0,0.0,0.8181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456
3189,smart doorbell,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3190,smart home security systems,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3191,smart locks,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3192,smartwatches,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3193,smelling,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3194,smile,esteem,12.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.0,0.4166666666666667,0.08333333333333333
3195,smiles,pleas,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
3196,smith and wesson,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3197,smith and wesson hand gun,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3198,smithwesson,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3199,smoke alarm,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3200,smoke detectors,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3201,smoking,pleas,12.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0
3202,smoking a cigarette,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3203,snapchat,pop,13.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.6153846153846154
3204,sneakers,phys,7.0,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0
3205,snorkling,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3206,snug,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3207,snuggle,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,soak,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3209,soccer,phys,23.0,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.043478260869565216,0.30434782608695654,0.13043478260869565,0.0,0.0,0.0,0.0
3210,soccer games,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3211,sociable,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3212,social,pop,12.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5833333333333334
3213,social gathering,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214,social life,rel,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
